Date,Region,Product,Salesperson,Units_Sold,Unit_Price,Category,Revenue,Cost,Profit,Year,Month,Month_Number
29/01/2024,North,Laptop,Hannah,12,363,Electronics,4356,3417.173852,938.83,2024,Jan,1
16/07/2024,South,Monitor,Charlie,3,1453,Office,4359,3646.876772,712.12,2024,Jul,7
23/02/2024,North,Mobile,Grace,8,545,Electronics,4360,3593.324678,766.68,2024,Feb,2
1/01/2024,West,Smartwatch,Grace,3,1457,Accessories,4371,2782.078977,1588.92,2024,Jan,1
12/06/2024,North,Camera,Bob,11,398,Electronics,4378,3552.19357,825.81,2024,Jun,6
23/08/2024,East,Smartwatch,Grace,9,488,Accessories,4392,2922.71755,1469.28,2024,Aug,8
4/07/2024,North,Tablet,Grace,16,276,Electronics,4416,3400.515619,1015.48,2024,Jul,7
6/01/2024,West,Smartwatch,David,16,276,Accessories,4416,3385.448637,1030.55,2024,Jan,1
18/11/2024,South,Mobile,Bob,5,884,Electronics,4420,2675.199096,1744.80,2024,Nov,11
30/11/2024,North,Smartwatch,David,4,1108,Accessories,4432,3657.084648,774.92,2024,Nov,11
6/01/2024,North,Camera,David,5,888,Electronics,4440,3490.46334,949.54,2024,Jan,1
24/09/2024,East,Mobile,Eva,8,555,Electronics,4440,3931.708501,508.29,2024,Sep,9
26/05/2024,South,Printer,David,18,247,Office,4446,3531.647375,914.35,2024,May,5
12/01/2024,North,Smartwatch,Grace,5,898,Accessories,4490,3818.656298,671.34,2024,Jan,1
23/09/2024,West,Monitor,David,3,1502,Office,4506,3824.671387,681.33,2024,Sep,9
3/05/2024,East,Smartwatch,Hannah,4,1130,Accessories,4520,3536.324533,983.68,2024,May,5
1/12/2024,South,Laptop,Hannah,13,348,Electronics,4524,3268.479349,1255.52,2024,Dec,12
23/07/2024,South,Mobile,Hannah,3,1509,Electronics,4527,3666.051212,860.95,2024,Jul,7
7/08/2024,East,Tablet,Grace,14,324,Electronics,4536,3473.944671,1062.06,2024,Aug,8
3/12/2024,West,Camera,,3,1523,Electronics,4569,2989.650286,1579.35,2024,Dec,12
16/02/2024,East,Smartwatch,Alice,7,653,Accessories,4571,3422.7339,1148.27,2024,Feb,2
15/10/2024,West,Laptop,Frank,6,763,Electronics,4578,3408.909091,1169.09,2024,Oct,10
8/09/2024,North,Tablet,David,8,575,Electronics,4600,3319.254357,1280.75,2024,Sep,9
2/01/2024,West,Smartwatch,Eva,10,461,Accessories,4610,4104.189684,505.81,2024,Jan,1
26/07/2024,East,Tablet,David,3,1551,Electronics,4653,4178.926501,474.07,2024,Jul,7
26/09/2024,North,Monitor,Frank,16,291,Office,4656,4021.964323,634.04,2024,Sep,9
10/01/2024,West,Monitor,Grace,7,666,Office,4662,3663.522985,998.48,2024,Jan,1
14/05/2024,West,Camera,David,15,312,Electronics,4680,3304.976334,1375.02,2024,May,5
21/01/2024,West,Headphones,Charlie,14,336,Accessories,4704,4069.56211,634.44,2024,Jan,1
26/04/2024,West,Tablet,Bob,7,673,Electronics,4711,3590.785379,1120.21,2024,Apr,4
29/05/2024,West,Headphones,Hannah,12,394,Accessories,4728,4114.487203,613.51,2024,May,5
22/09/2024,North,Headphones,Grace,4,1185,Accessories,4740,4083.332744,656.67,2024,Sep,9
4/04/2024,East,Headphones,Charlie,18,264,Accessories,4752,3597.156673,1154.84,2024,Apr,4
26/10/2024,West,Headphones,Grace,10,476,Accessories,4760,3269.970763,1490.03,2024,Oct,10
24/09/2024,West,Monitor,Bob,10,479,Office,4790,2910.146485,1879.85,2024,Sep,9
1/03/2024,East,Smartwatch,Bob,8,599,Accessories,4792,3805.627852,986.37,2024,Mar,3
16/11/2024,East,Camera,Bob,13,370,Electronics,4810,2986.074461,1823.93,2024,Nov,11
7/08/2024,West,Laptop,Charlie,4,1203,Electronics,4812,3198.572059,1613.43,2024,Aug,8
15/08/2024,North,Smartwatch,Eva,6,802,Accessories,4812,3775.267135,1036.73,2024,Aug,8
5/01/2024,West,Camera,Frank,12,402,Electronics,4824,4120.262614,703.74,2024,Jan,1
17/03/2024,North,Laptop,Eva,10,483,Electronics,4830,3614.691792,1215.31,2024,Mar,3
27/10/2024,East,Headphones,Hannah,4,1209,Accessories,4836,3846.736987,989.26,2024,Oct,10
13/05/2024,East,Laptop,David,12,407,Electronics,4884,4055.080367,828.92,2024,May,5
2/08/2024,South,Camera,Frank,3,1629,Electronics,4887,3573.016359,1313.98,2024,Aug,8
4/10/2024,West,Laptop,Charlie,6,816,Electronics,4896,3713.044153,1182.96,2024,Oct,10
17/05/2024,South,Printer,,3,1633,Office,4899,3246.852668,1652.15,2024,May,5
13/01/2024,north,Tablet,Alice,12,409,Electronics,4908,3634.643294,1273.36,2024,Jan,1
5/05/2024,West,Tablet,Eva,13,379,Electronics,4927,3158.366814,1768.63,2024,May,5
10/08/2024,South,Laptop,Hannah,10,495,Electronics,4950,4165.532159,784.47,2024,Aug,8
28/11/2024,North,Laptop,Bob,12,413,Electronics,4956,3528.074656,1427.93,2024,Nov,11
23/02/2024,West,Printer,Frank,8,620,Office,4960,3208.373459,1751.63,2024,Feb,2
25/12/2024,West,Headphones,Hannah,5,993,Accessories,4965,4429.345367,535.65,2024,Dec,12
14/08/2024,East,Camera,David,18,277,Electronics,4986,4305.856139,680.14,2024,Aug,8
1/03/2024,South,Smartwatch,Charlie,16,312,Accessories,4992,4250.476391,741.52,2024,Mar,3
14/11/2024,West,Smartwatch,Frank,17,294,Accessories,4998,3619.324808,1378.68,2024,Nov,11
24/02/2024,North,Camera,David,19,264,Electronics,5016,3560.541859,1455.46,2024,Feb,2
19/07/2024,South,Camera,Frank,6,837,Electronics,5022,3455.556088,1566.44,2024,Jul,7
6/10/2024,West,Headphones,Hannah,7,718,Accessories,5026,3661.84706,1364.15,2024,Oct,10
29/12/2024,South,Camera,David,7,720,Electronics,5040,3561.717583,1478.28,2024,Dec,12
10/11/2024,North,Camera,David,4,1261,Electronics,5044,3085.712651,1958.29,2024,Nov,11
15/05/2024,West,Mobile,Charlie,5,1009,Electronics,5045,3763.740547,1281.26,2024,May,5
5/01/2024,North,Headphones,Frank,4,1264,Accessories,5056,3371.382277,1684.62,2024,Jan,1
28/07/2024,East,Laptop,Hannah,3,1688,Electronics,5064,3926.8586,1137.14,2024,Jul,7
5/12/2024,East,Smartwatch,Eva,13,390,Accessories,5070,4561.05807,508.94,2024,Dec,12
21/12/2024,West,Tablet,Frank,7,727,Electronics,5089,3065.111009,2023.89,2024,Dec,12
14/12/2024,West,Headphones,Charlie,7,727,Accessories,5089,4294.993595,794.01,2024,Dec,12
15/10/2024,East,Headphones,Bob,4,1275,Accessories,5100,3066.67157,2033.33,2024,Oct,10
13/03/2024,West,Tablet,Eva,5,1021,Electronics,5105,4162.031002,942.97,2024,Mar,3
7/12/2024,North,Tablet,Frank,6,851,Electronics,5106,3206.023689,1899.98,2024,Dec,12
24/05/2024,West,Laptop,David,12,426,Electronics,5112,3319.322341,1792.68,2024,May,5
13/02/2024,South,Laptop,Grace,8,640,Electronics,5120,4382.105183,737.89,2024,Feb,2
5/05/2024,West,Tablet,Bob,16,320,Electronics,5120,3887.045666,1232.95,2024,May,5
2/02/2024,South,Monitor,Hannah,13,394,Office,5122,4204.128945,917.87,2024,Feb,2
12/01/2024,East,Printer,Hannah,4,1281,Office,5124,4288.373404,835.63,2024,Jan,1
29/04/2024,South,Mobile,David,12,428,Electronics,5136,3332.965921,1803.03,2024,Apr,4
27/01/2024,North,Camera,Alice,14,367,Electronics,5138,3244.061038,1893.94,2024,Jan,1
22/03/2024,North,Mobile,Eva,17,303,Electronics,5151,4589.246604,561.75,2024,Mar,3
5/07/2024,South,Monitor,Bob,7,738,Office,5166,3678.070535,1487.93,2024,Jul,7
26/05/2024,North,Camera,Eva,5,1039,Electronics,5195,3331.559107,1863.44,2024,May,5
5/11/2024,West,Smartwatch,Charlie,3,1736,Accessories,5208,4658.965439,549.03,2024,Nov,11
29/01/2024,South,Tablet,Eva,7,745,Electronics,5215,3674.107232,1540.89,2024,Jan,1
29/03/2024,East,Mobile,Hannah,9,581,Electronics,5229,4236.429355,992.57,2024,Mar,3
13/03/2024,West,Laptop,David,14,374,Electronics,5236,4504.728388,731.27,2024,Mar,3
30/12/2024,East,Tablet,Grace,3,1746,Electronics,5238,4483.366643,754.63,2024,Dec,12
24/05/2024,West,Monitor,Grace,6,873,Office,5238,3922.68125,1315.32,2024,May,5
14/11/2024,North,Printer,Alice,3,1748,Office,5244,3787.748158,1456.25,2024,Nov,11
3/06/2024,North,Mobile,Frank,18,292,Electronics,5256,4146.161721,1109.84,2024,Jun,6
30/10/2024,East,Smartwatch,Alice,11,479,Accessories,5269,3951.604507,1317.40,2024,Oct,10
13/07/2024,South,Monitor,Frank,3,1758,Office,5274,4310.738712,963.26,2024,Jul,7
12/04/2024,South,Monitor,Bob,4,1320,Office,5280,4130.945373,1149.05,2024,Apr,4
3/03/2024,North,Monitor,David,11,480,Office,5280,3911.501168,1368.50,2024,Mar,3
12/09/2024,South,Tablet,Bob,6,882,Electronics,5292,4361.223061,930.78,2024,Sep,9
12/05/2024,North,Monitor,David,5,1061,Office,5305,3709.752591,1595.25,2024,May,5
8/09/2024,North,Tablet,Grace,18,295,Electronics,5310,4176.410498,1133.59,2024,Sep,9
5/01/2024,East,Headphones,Alice,19,281,Accessories,5339,3323.92475,2015.08,2024,Jan,1
2/12/2024,South,,Grace,3,1784,Electronics,5352,3469.514335,1882.49,2024,Dec,12
8/09/2024,North,Tablet,David,11,487,Electronics,5357,3237.227261,2119.77,2024,Sep,9
1/05/2024,North,Tablet,Bob,5,1073,Electronics,5365,4320.545666,1044.45,2024,May,5
15/03/2024,,Camera,Frank,7,767,Electronics,5369,3743.099332,1625.90,2024,Mar,3
30/11/2024,South,Printer,David,10,538,Office,5380,4156.300701,1223.70,2024,Nov,11
30/03/2024,West,Mobile,Eva,6,897,Electronics,5382,4245.703659,1136.30,2024,Mar,3
17/01/2024,West,Smartwatch,Hannah,5,1081,Accessories,5405,4527.310357,877.69,2024,Jan,1
25/05/2024,North,Printer,Eva,11,495,Office,5445,3436.77835,2008.22,2024,May,5
11/01/2024,North,Mobile,,3,1817,Electronics,5451,4718.796806,732.20,2024,Jan,1
16/08/2024,North,Mobile,Hannah,3,1820,Electronics,5460,4505.860136,954.14,2024,Aug,8
14/11/2024,West,Smartwatch,Bob,9,607,Accessories,5463,3761.213904,1701.79,2024,Nov,11
11/01/2024,East,Headphones,David,18,304,Accessories,5472,3711.866841,1760.13,2024,Jan,1
7/08/2024,East,Laptop,Alice,5,1095,Electronics,5475,4527.731415,947.27,2024,Aug,8
6/02/2024,North,Smartwatch,David,4,1369,Accessories,5476,4086.319083,1389.68,2024,Feb,2
1/06/2024,South,Tablet,David,7,783,Electronics,5481,3850.916052,1630.08,2024,Jun,6
12/05/2024,West,Camera,Alice,16,343,Electronics,5488,4879.56597,608.43,2024,May,5
21/02/2024,North,Tablet,,5,1099,Electronics,5495,3927.107322,1567.89,2024,Feb,2
20/04/2024,West,Laptop,Eva,13,423,Electronics,5499,4274.412273,1224.59,2024,Apr,4
25/10/2024,West,Printer,David,4,1376,Office,5504,4648.575626,855.42,2024,Oct,10
26/08/2024,West,Smartwatch,Frank,9,613,Accessories,5517,3652.444159,1864.56,2024,Aug,8
4/11/2024,West,Laptop,Frank,3,1839,Electronics,5517,3526.685609,1990.31,2024,Nov,11
20/03/2024,,Smartwatch,Hannah,8,690,Accessories,5520,4472.705937,1047.29,2024,Mar,3
14/07/2024,South,Headphones,David,6,921,Accessories,5526,4525.812217,1000.19,2024,Jul,7
25/01/2024,South,Printer,Grace,7,793,Office,5551,3769.880181,1781.12,2024,Jan,1
19/10/2024,East,Laptop,,7,797,Electronics,5579,4571.055394,1007.94,2024,Oct,10
19/02/2024,South,Laptop,Alice,8,698,Electronics,5584,4822.815202,761.18,2024,Feb,2
23/09/2024,West,Laptop,Eva,8,699,Electronics,5592,3755.1796,1836.82,2024,Sep,9
25/11/2024,North,Tablet,Hannah,4,1398,Electronics,5592,3930.656681,1661.34,2024,Nov,11
4/02/2024,East,Mobile,David,3,1867,Electronics,5601,4460.103206,1140.90,2024,Feb,2
5/02/2024,East,Mobile,David,4,1401,Electronics,5604,3687.21538,1916.78,2024,Feb,2
5/05/2024,East,Smartwatch,Alice,11,510,Accessories,5610,4079.860746,1530.14,2024,May,5
28/04/2024,West,Mobile,David,13,432,Electronics,5616,3710.770399,1905.23,2024,Apr,4
18/03/2024,West,Camera,Eva,8,704,Electronics,5632,3415.933269,2216.07,2024,Mar,3
24/12/2024,North,Headphones,Bob,4,1410,Accessories,5640,4474.627492,1165.37,2024,Dec,12
29/04/2024,South,Tablet,Grace,17,332,Electronics,5644,4179.334851,1464.67,2024,Apr,4
11/11/2024,West,Printer,Grace,4,1412,Office,5648,4832.985709,815.01,2024,Nov,11
2/09/2024,East,Mobile,David,10,565,Electronics,5650,4897.552375,752.45,2024,Sep,9
6/03/2024,West,Camera,Bob,15,377,Electronics,5655,4251.097543,1403.90,2024,Mar,3
27/02/2024,North,Mobile,Hannah,7,808,Electronics,5656,4374.192839,1281.81,2024,Feb,2
20/02/2024,South,Printer,Hannah,13,437,Office,5681,3595.871841,2085.13,2024,Feb,2
20/05/2024,West,Smartwatch,Bob,17,335,Accessories,5695,4444.721903,1250.28,2024,May,5
12/09/2024,South,Camera,David,16,356,Electronics,5696,5026.607855,669.39,2024,Sep,9
8/11/2024,West,Monitor,Frank,4,1425,Office,5700,4294.163531,1405.84,2024,Nov,11
4/10/2024,North,Monitor,David,12,475,Office,5700,3433.352364,2266.65,2024,Oct,10
17/09/2024,West,Tablet,Charlie,7,815,Electronics,5705,4211.966905,1493.03,2024,Sep,9
6/05/2024,West,Mobile,Eva,7,815,Electronics,5705,4560.252322,1144.75,2024,May,5
23/12/2024,South,Smartwatch,Bob,6,951,Accessories,5706,4095.994795,1610.01,2024,Dec,12
6/09/2024,East,Monitor,Charlie,18,317,Office,5706,4341.65295,1364.35,2024,Sep,9
25/06/2024,South,Printer,Alice,7,816,Office,5712,4668.199098,1043.80,2024,Jun,6
21/12/2024,South,Laptop,,5,1143,Electronics,5715,5062.227126,652.77,2024,Dec,12
24/07/2024,South,Laptop,David,3,1906,Electronics,5718,4477.330272,1240.67,2024,Jul,7
28/06/2024,North,Headphones,Charlie,4,1436,Accessories,5744,4098.588207,1645.41,2024,Jun,6
20/04/2024,West,Camera,Alice,3,1915,Electronics,5745,4535.524408,1209.48,2024,Apr,4
20/04/2024,East,Laptop,,5,1151,Electronics,5755,3801.589191,1953.41,2024,Apr,4
23/08/2024,East,Printer,David,10,576,Office,5760,4066.12424,1693.88,2024,Aug,8
15/11/2024,South,Laptop,Hannah,3,1922,Electronics,5766,4152.576776,1613.42,2024,Nov,11
7/12/2024,South,Tablet,Eva,6,961,Electronics,5766,3866.342245,1899.66,2024,Dec,12
20/09/2024,South,Smartwatch,Alice,11,525,Accessories,5775,4817.780547,957.22,2024,Sep,9
30/05/2024,North,Mobile,Alice,4,1449,Electronics,5796,3487.853599,2308.15,2024,May,5
8/03/2024,West,Smartwatch,David,8,726,Accessories,5808,4584.72878,1223.27,2024,Mar,3
21/11/2024,,Laptop,Charlie,7,830,Electronics,5810,4695.891972,1114.11,2024,Nov,11
2/11/2024,West,Headphones,Bob,4,1453,Accessories,5812,4409.601609,1402.40,2024,Nov,11
3/02/2024,South,Mobile,Alice,16,364,Electronics,5824,4708.829714,1115.17,2024,Feb,2
10/09/2024,,Smartwatch,David,6,971,Accessories,5826,5023.043807,802.96,2024,Sep,9
9/09/2024,East,Laptop,Frank,6,971,Electronics,5826,5019.39422,806.61,2024,Sep,9
2/04/2024,West,Mobile,Alice,3,1943,Electronics,5829,3759.372095,2069.63,2024,Apr,4
12/10/2024,West,Printer,Eva,3,1945,Office,5835,3814.214359,2020.79,2024,Oct,10
15/02/2024,South,Laptop,Charlie,11,531,Electronics,5841,4591.752109,1249.25,2024,Feb,2
16/04/2024,West,Monitor,Charlie,18,325,Office,5850,4320.807092,1529.19,2024,Apr,4
19/09/2024,North,Tablet,Eva,6,975,Electronics,5850,4447.016084,1402.98,2024,Sep,9
12/08/2024,North,Smartwatch,Bob,16,367,Accessories,5872,3826.995119,2045.00,2024,Aug,8
8/06/2024,East,Tablet,Grace,13,454,Electronics,5902,5199.745029,702.25,2024,Jun,6
7/07/2024,West,Camera,Eva,12,492,Electronics,5904,4132.341873,1771.66,2024,Jul,7
22/04/2024,North,Headphones,Grace,7,845,Accessories,5915,4310.251824,1604.75,2024,Apr,4
13/04/2024,East,Tablet,Grace,13,455,Electronics,5915,4788.505786,1126.49,2024,Apr,4
29/05/2024,West,Smartwatch,Frank,7,847,Accessories,5929,4489.855083,1439.14,2024,May,5
16/11/2024,East,Tablet,Bob,3,1980,Electronics,5940,3700.798326,2239.20,2024,Nov,11
4/08/2024,South,Camera,Charlie,12,495,Electronics,5940,3620.671237,2319.33,2024,Aug,8
8/06/2024,North,Printer,Alice,3,1980,Office,5940,4536.493225,1403.51,2024,Jun,6
28/02/2024,North,Mobile,Hannah,5,1190,Electronics,5950,4434.188342,1515.81,2024,Feb,2
10/07/2024,South,Smartwatch,Frank,16,372,Accessories,5952,4193.739581,1758.26,2024,Jul,7
22/08/2024,West,Printer,Eva,3,1989,Office,5967,5226.87133,740.13,2024,Aug,8
10/10/2024,East,Headphones,Charlie,8,746,Accessories,5968,3601.38597,2366.61,2024,Oct,10
19/04/2024,East,Smartwatch,David,6,996,Accessories,5976,4693.377512,1282.62,2024,Apr,4
11/12/2024,East,Monitor,Hannah,8,748,Office,5984,4520.907429,1463.09,2024,Dec,12
15/02/2024,West,Headphones,Eva,12,500,Accessories,6000,5098.772704,901.23,2024,Feb,2
26/04/2024,East,Headphones,Frank,19,316,Accessories,6004,4858.534476,1145.47,2024,Apr,4
28/02/2024,North,Mobile,Frank,10,601,Electronics,6010,4022.426297,1987.57,2024,Feb,2
3/12/2024,westt,Camera,Charlie,5,1207,Electronics,6035,4496.516686,1538.48,2024,Dec,12
7/05/2024,West,Printer,Frank,10,604,Office,6040,3877.275862,2162.72,2024,May,5
20/12/2024,West,Headphones,David,7,863,Accessories,6041,4939.746481,1101.25,2024,Dec,12
29/04/2024,South,Headphones,Eva,6,1008,Accessories,6048,3784.312394,2263.69,2024,Apr,4
28/12/2024,North,Printer,Grace,5,1211,Office,6055,4634.986606,1420.01,2024,Dec,12
13/06/2024,North,Camera,Bob,7,868,Electronics,6076,5096.615806,979.38,2024,Jun,6
7/09/2024,West,Monitor,Grace,9,676,Office,6084,5100.235471,983.76,2024,Sep,9
16/10/2024,North,Monitor,Eva,18,339,Office,6102,4383.502951,1718.50,2024,Oct,10
26/06/2024,South,Printer,Grace,12,510,Office,6120,3737.964662,2382.04,2024,Jun,6
8/02/2024,West,Laptop,Bob,5,1227,Electronics,6135,3735.447225,2399.55,2024,Feb,2
29/04/2024,North,Smartwatch,Eva,5,1229,Accessories,6145,4662.016027,1482.98,2024,Apr,4
20/05/2024,East,Headphones,Grace,9,684,Accessories,6156,4741.47297,1414.53,2024,May,5
26/06/2024,West,Monitor,David,12,514,Office,6168,3856.956637,2311.04,2024,Jun,6
7/07/2024,West,Monitor,Charlie,11,562,Office,6182,5177.519983,1004.48,2024,Jul,7
21/03/2024,,Smartwatch,Alice,8,774,Accessories,6192,3942.036405,2249.96,2024,Mar,3
16/01/2024,West,Monitor,Charlie,13,477,Office,6201,3962.837343,2238.16,2024,Jan,1
11/11/2024,South,Laptop,Hannah,19,327,Electronics,6213,5232.272544,980.73,2024,Nov,11
27/01/2024,West,Mobile,Bob,4,1555,Electronics,6220,5511.423884,708.58,2024,Jan,1
9/09/2024,South,Camera,Hannah,11,567,Electronics,6237,5594.750615,642.25,2024,Sep,9
31/10/2024,West,Smartwatch,David,8,780,Accessories,6240,5590.285206,649.71,2024,Oct,10
19/10/2024,East,Laptop,Eva,13,480,Electronics,6240,5326.024681,913.98,2024,Oct,10
26/05/2024,North,Camera,Charlie,6,1041,Electronics,6246,5572.538564,673.46,2024,May,5
6/12/2024,East,Mobile,Grace,10,626,Electronics,6260,4598.38602,1661.61,2024,Dec,12
2/09/2024,South,Laptop,Alice,19,330,Electronics,6270,5170.349158,1099.65,2024,Sep,9
9/05/2024,South,Monitor,Grace,13,485,Office,6305,4408.04182,1896.96,2024,May,5
29/11/2024,North,Printer,Frank,5,1261,Office,6305,4976.070251,1328.93,2024,Nov,11
27/03/2024,South,Tablet,Bob,7,901,Electronics,6307,5499.979269,807.02,2024,Mar,3
22/09/2024,North,Monitor,Frank,5,1262,Office,6310,5317.600396,992.40,2024,Sep,9
16/02/2024,South,Camera,David,4,1578,Electronics,6312,4820.739161,1491.26,2024,Feb,2
15/10/2024,North,Smartwatch,Charlie,5,1270,Accessories,6350,5508.623798,841.38,2024,Oct,10
15/09/2024,North,Monitor,Hannah,10,636,Office,6360,4784.977939,1575.02,2024,Sep,9
1/04/2024,West,Printer,Charlie,16,398,Office,6368,4493.797777,1874.20,2024,Apr,4
24/02/2024,South,Headphones,Bob,5,1277,Accessories,6385,5134.347625,1250.65,2024,Feb,2
10/08/2024,South,Smartwatch,Alice,4,1600,Accessories,6400,5270.258352,1129.74,2024,Aug,8
13/05/2024,East,Headphones,Hannah,4,1603,Accessories,6412,4168.639646,2243.36,2024,May,5
25/09/2024,East,Mobile,Eva,19,338,Electronics,6422,4267.122326,2154.88,2024,Sep,9
13/09/2024,North,Laptop,David,4,1608,Electronics,6432,4806.501868,1625.50,2024,Sep,9
14/04/2024,West,Smartwatch,Grace,14,462,Accessories,6468,4260.242112,2207.76,2024,Apr,4
10/07/2024,North,Headphones,Frank,11,588,Accessories,6468,5701.683064,766.32,2024,Jul,7
9/02/2024,West,Smartwatch,Frank,7,929,Accessories,6503,5179.9942,1323.01,2024,Feb,2
22/12/2024,East,Camera,Eva,9,723,Electronics,6507,5761.681394,745.32,2024,Dec,12
10/05/2024,North,Tablet,Bob,13,502,Electronics,6526,4898.728957,1627.27,2024,May,5
8/11/2024,West,Mobile,Charlie,6,1088,Electronics,6528,4857.96445,1670.04,2024,Nov,11
28/10/2024,North,Laptop,Hannah,7,935,Electronics,6545,5446.406952,1098.59,2024,Oct,10
5/04/2024,South,Printer,,10,655,Office,6550,3936.771673,2613.23,2024,Apr,4
8/02/2024,East,Monitor,Eva,19,345,Office,6555,5893.257221,661.74,2024,Feb,2
7/01/2024,West,Camera,Charlie,10,657,Electronics,6570,4841.344828,1728.66,2024,Jan,1
27/09/2024,West,,Frank,5,1314,Accessories,6570,5826.291619,743.71,2024,Sep,9
8/01/2024,North,Monitor,David,4,1643,Office,6572,5021.342864,1550.66,2024,Jan,1
1/09/2024,North,Tablet,Alice,11,598,Electronics,6578,4952.448367,1625.55,2024,Sep,9
13/04/2024,North,Mobile,Grace,15,439,Electronics,6585,5024.57597,1560.42,2024,Apr,4
25/08/2024,South,Headphones,Eva,7,942,Accessories,6594,5817.939775,776.06,2024,Aug,8
14/12/2024,North,Monitor,Eva,5,1321,Office,6605,4457.351727,2147.65,2024,Dec,12
6/11/2024,West,Monitor,Hannah,8,828,Office,6624,5434.038458,1189.96,2024,Nov,11
21/04/2024,South,Smartwatch,Bob,19,349,Accessories,6631,4416.265849,2214.73,2024,Apr,4
27/04/2024,East,Camera,Alice,7,948,Electronics,6636,4141.319023,2494.68,2024,Apr,4
5/11/2024,South,Headphones,Frank,4,1662,Accessories,6648,4153.814033,2494.19,2024,Nov,11
31/05/2024,,Camera,Grace,16,416,Electronics,6656,4599.432238,2056.57,2024,May,5
6/07/2024,North,Smartwatch,Charlie,5,1333,Accessories,6665,5820.911587,844.09,2024,Jul,7
6/09/2024,North,Camera,Eva,12,556,Electronics,6672,5364.714149,1307.29,2024,Sep,9
29/07/2024,East,Mobile,Charlie,19,352,Electronics,6688,5450.104274,1237.90,2024,Jul,7
9/03/2024,South,Tablet,Hannah,6,1115,Electronics,6690,4300.285379,2389.71,2024,Mar,3
4/04/2024,North,Monitor,Bob,7,957,Office,6699,4182.067398,2516.93,2024,Apr,4
19/11/2024,West,Printer,,9,747,Office,6723,4351.953214,2371.05,2024,Nov,11
9/04/2024,South,Printer,,10,673,Office,6730,5286.455472,1443.54,2024,Apr,4
21/05/2024,South,Smartwatch,Frank,4,1687,Accessories,6748,4839.791901,1908.21,2024,May,5
20/08/2024,North,Monitor,Frank,16,423,Office,6768,4869.718294,1898.28,2024,Aug,8
6/08/2024,West,Monitor,David,7,968,Office,6776,4382.588,2393.41,2024,Aug,8
13/02/2024,West,Printer,Hannah,9,753,Office,6777,4706.131426,2070.87,2024,Feb,2
12/05/2024,South,Headphones,Hannah,12,565,Accessories,6780,4433.680312,2346.32,2024,May,5
10/08/2024,North,Smartwatch,Alice,10,678,Accessories,6780,4251.292122,2528.71,2024,Aug,8
12/07/2024,East,Mobile,Eva,7,969,Electronics,6783,5524.433876,1258.57,2024,Jul,7
11/07/2024,South,Camera,Grace,7,969,Electronics,6783,4380.706823,2402.29,2024,Jul,7
8/04/2024,,Smartwatch,Bob,5,1359,Accessories,6795,4730.517223,2064.48,2024,Apr,4
2/03/2024,West,Headphones,Grace,5,1361,Accessories,6805,4959.246611,1845.75,2024,Mar,3
15/06/2024,West,Printer,Alice,10,681,Office,6810,5144.007632,1665.99,2024,Jun,6
21/07/2024,East,Monitor,Charlie,19,360,Office,6840,4895.910775,1944.09,2024,Jul,7
4/08/2024,West,Printer,Hannah,8,855,Office,6840,4240.797711,2599.20,2024,Aug,8
26/06/2024,North,Printer,David,8,856,Office,6848,4253.287168,2594.71,2024,Jun,6
4/02/2024,East,Printer,Alice,9,764,Office,6876,5106.249699,1769.75,2024,Feb,2
12/06/2024,West,Laptop,Frank,8,862,Electronics,6896,5236.448428,1659.55,2024,Jun,6
18/10/2024,East,Tablet,David,14,493,Electronics,6902,5252.921721,1649.08,2024,Oct,10
7/11/2024,South,Tablet,Frank,10,693,Electronics,6930,4880.643523,2049.36,2024,Nov,11
15/11/2024,South,Tablet,Hannah,10,693,Electronics,6930,4441.922641,2488.08,2024,Nov,11
13/08/2024,East,Smartwatch,Alice,8,869,Accessories,6952,5527.848075,1424.15,2024,Aug,8
5/01/2024,South,Tablet,Frank,12,580,Electronics,6960,5756.874544,1203.13,2024,Jan,1
13/09/2024,West,Camera,Charlie,4,1740,Electronics,6960,6019.824539,940.18,2024,Sep,9
23/12/2024,North,,Grace,17,410,Accessories,6970,6058.672244,911.33,2024,Dec,12
9/03/2024,South,Laptop,Charlie,4,1744,Electronics,6976,4623.376619,2352.62,2024,Mar,3
18/08/2024,North,Printer,Charlie,13,537,Office,6981,5939.717256,1041.28,2024,Aug,8
9/04/2024,West,Mobile,Grace,17,412,Electronics,7004,5056.679788,1947.32,2024,Apr,4
27/01/2024,East,Monitor,Hannah,5,1401,Office,7005,5535.147632,1469.85,2024,Jan,1
22/09/2024,North,Smartwatch,Hannah,9,779,Accessories,7011,5279.825275,1731.17,2024,Sep,9
20/09/2024,West,Headphones,Bob,8,877,Accessories,7016,5068.621782,1947.38,2024,Sep,9
8/09/2024,North,Monitor,Bob,4,1756,Office,7024,4935.539566,2088.46,2024,Sep,9
27/09/2024,West,Tablet,Charlie,19,370,Electronics,7030,4980.351039,2049.65,2024,Sep,9
11/08/2024,East,Printer,Charlie,10,703,Office,7030,6153.094141,876.91,2024,Aug,8
7/04/2024,West,Laptop,Eva,5,1408,Electronics,7040,4314.987009,2725.01,2024,Apr,4
17/09/2024,East,Camera,David,5,1410,Electronics,7050,4232.658122,2817.34,2024,Sep,9
30/07/2024,North,Printer,,5,1413,Office,7065,5455.104043,1609.90,2024,Jul,7
